ResponseID,Date_submitted,Last_page,Start_language,Seed,date_begun,date_lastaction,Are_you_a_stude.._,I_understand_th.._,I_understand_th.._,I_have_talked_t.._,focusgroup_participant,focusgroup_number,firsttime_completingsurvey,age,school_yesorno,gradeoryear,uni_program,goodatschool_important,adultwhocares_atschool,accepted_atschool,supportedatschool,safe_atschool,hwdsb_scale,pronouns,pronouns_dummy,brothers,numberofbrothers,sisters,numberofsisters,nosibs,sibs_comments,sibcount,postcode,postcode_povertycoded,postcode_covidcoded,white,southasian,chinese,black,filippino,latinx,arab,southeastasian,westasian,korean,japanese,other,politicalparty,politicalparty_other,green_veg,carrots_etc,other_veg,citrusandberries,other_fruits,fullfat_dairy,lowfat_dairy,eggs,nutslegumesandpulses,fishandseafood,processedmeats,other_meat,refined_grains,whole_grains,sweet_bakedgoods,fastfoods,ssbs,juiceandsmoothies,dietq_scale,foodsec1_percep,foodsec2_exp,dietary_restrictions,dietaryrestrictions_comments,worried,sad,pain,tired,annoyed,problemswschoolwork,problemswsleep,problemswdailyroutine,canjoinactivities,chudbehav_scale,chudfeelings_scale,chudbehavs_scale,chudfull_scale,precovid_cantril,covid_cantrill,cantrill_changewcovid,optimistic,useful,relaxed,dealingwproblemswell,thinkingclearly,feelingclosetoppl,decisive,edinborough_scale,bedtime_lastnight,bedtime_lastnight_numeric,bedtime_lastnight_simplified,coded_bedtimelastnight,wakeuptime_thisAM,wakeuptime_thismorn_numeric,wakeuptime_thisAM_simplified,lastnight_hoursslept,usualschoolbedtime,usualschoolbedtime_simple,usualweekendbedtime,usualweekendbedtime_simplified,usualweekendwakeuptime_simplified,usualweekendwakeuptime,usualweekend_hoursslept,usualsleepdisruptions,usualsleepdisruptions2,sleepscale,overallsleepchanges_covid,overallsleepqualchange_covidcoded,activity_yesterday_mins,activityyesterday_coded,walkruncycle,skate,sportsandgym,danceandmartialarts,domesticlabour,overallphysactivitychange_covid,overallphysactivitychangecovid_coded,personalcare_dailyroutine_mins,personalcarechange_covid,personalcarechange_covid,handwashing,handwashing_coded,handwashingchange_covid,vidwatching_freq,socialmed_freq,singleplayergames_freq,multiplayergames_freq,screensasdistractionchange_covid,paidjob_freq,volunteering_freq,leadershipandactivism_freq,heavyschoolwork_freq,books,magazines,audiobooksandpodcasts,friendsinperson,friendsonline,talktofamily_inhouse,talktofamily_outofhousehold,cook_bake,nature,art,creativewriting,playmusic,hobbies,gamesandpuzzles,anythingelseabouttimeuse,anythingunusualaboutthelastfewweeks,What_else_would.._,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,28-Jan-21,7,en,26502295,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,4,2,3,2,4,15,She/her,0,1,1,0,,0,,1,L8N,L8N,L8N,1,0,0,1,0,0,0,0,0,0,0,,DisagreewAll,,3,3,3,2,3,3,2,4,2,2,-1,3,2,2,-1,-1,0,4,35,0,0,0,,3,3,2,3,4,1,1,2,1,,15,5,20,8,4,-4,3,3,3,3,3,2,4,21,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Between 9 AM and 10 AM,9:30:00,9.5,8.5,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 9AM and 10AM,9.5,7.5,1,3,9,About the same.,0,30-60,2,Every day or almost every day.,Once every few weeks.,Every day or almost every day.,Every day or almost every day.,More than once a day,A little bit more.,1,30-60,About the same.,0,6-10 times per day.,2,A lot more.,More than once a day.,At least once an hour.,A few times a week.,Once every few weeks.,A little bit more.,0,0,0,Every week.,2,0,3,1,2,5,3,3,2,0,0,3,1,3,Recently I've started working out more and meditating to try and improve my mental health. I have definitely become much less of a happy person since covid started but more specifically recently. I'm trying to do activities to help with this.,I have been away from my friends for a really long time now and it's honestly so sad not seeing my friends everyday like I did in the past. It's also sad that it's my last year of high school and I have to spend it away from everyone I love outside of my family. It really does hurt.,"My mental health is much lower than it's ever been before and I really hate it. I try extremely hard to be happier but it's not really that easy. I hope that as the months go on, things will get better so I can get back to my normal life and interact with my friends and others.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,28-Jan-21,7,en,2084721959,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,,,Yes,16,"YES, I go to school",11,,4,3,3,3,4,17,She/her,0,1,2,1,1,0,,2,L8P,L8P,L8P,1,0,0,0,0,0,0,0,0,0,0,Mixed,NDP,(Communist party),2,0,2,3,2,4,3,4,1,0,0,0,1,1,-2,-1,-2,0,18,0,0,1,vegetarian,2,2,1,4,2,1,4,1,4,,11,10,21,7,6,-1,3,2,4,3,4,3,5,24,Later than 1:30 AM,2:00:00,2,6,Between 10 AM and 11 AM,10:30:00,10.5,8.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,2,5,13,A little less.,-1,Fewer than 15,0,Once every few weeks.,About once a week.,Never.,A few times a week.,Once every few weeks.,A lot more.,2,15-30,A little bit more.,1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,More than once a day.,Less than once a day.,A few times a week.,A few times a week.,A little bit more.,0,0,0,Once every few weeks.,3,1,3,1,2,5,2,2,1,3,1,0,3,0,I am an anarchist and communist now. I have spent my pandemic time becoming radicalized.???????? _蒧 _蒧 _蒧,Finally finished all my school courses so I can relax for a little while.,"I'm SUPER lonely. We are all SUPER lonely, but I didn't even start with a ton of friends so...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,28-Jan-21,7,en,1604900330,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,13,"YES, I go to school",8,,3,4,4,3,4,18,She/her,0,0,,1,1,0,,1,L8H,L8H,L8H,1,0,0,0,0,0,0,0,0,0,0,,DontKnow,,4,3,4,2,3,4,3,0,0,0,0,4,0,1,0,-1,0,4,31,0,0,0,,1,2,1,3,2,1,1,1,1,,9,4,13,8,5,-3,5,4,3,5,4,5,5,31,Later than 1:30 AM,2:00:00,2,6,Between 8 AM and 9 AM,8:30:00,8.5,6.5,Later than 1:30AM,2,Later than 1:30AM,2,Between 10AM and 11AM,10.5,8.5,1,5,12,About the same.,0,30-60,2,About once a week.,Never.,Never.,Once every few weeks.,More than once a day,A lot less.,-2,15-30,A lot less.,-2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,Every day or almost every day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Never.,Never.,A lot more.,0,0,0,Every week.,0,0,0,3,5,3,2,1,2,0,0,5,0,0,,,I lost a lot of people during the lockdown and it was hard at first but then I realized that if they wanted to be in my life and if they were actually good friends they wouldn't have left the way they did. I'm much happier now ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,28-Jan-21,7,en,1830953840,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,4,1,4,1,4,14,She/her,0,1,1,0,,0,,1,L9H,L9H,L9H,1,0,0,0,0,0,0,0,0,0,0,,DisagreewAll,,3,2,2,0,2,3,3,3,1,0,-3,3,2,0,-1,-1,-3,0,16,0,0,0,,3,1,2,3,1,3,4,1,1,,10,9,19,8,5,-3,2,2,2,4,1,1,1,13,Between 10 PM and 11:30 PM,22:45:00,-1.25,3,Between 9 AM and 10 AM,9:30:00,9.5,10.75,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 10AM and 11AM,10.5,8.5,1,4,8,A lot more.,2,15-30,1,About once a week.,Never.,About once a week.,A few times a week.,Every day or almost every day.,A lot less.,-2,60-90,A little bit less.,-1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,A few times a week.,A few times a day.,Once every few weeks.,Every day or almost every day.,A little bit more.,,,,Every week.,2,0,0,2,5,5,4,4,3,2,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,28-Jan-21,7,en,2065507408,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",10,,2,4,2,4,3,15,He/him,1,1,1,0,,0,,1,L0R,L0R,L0R,1,0,0,0,0,0,0,0,0,0,0,,,"I don_验t really understand the difference between the parties.  All they do is argue and none of them make a difference that matters.  They all take money from Canadians, and never provide enough support, or listen to what Canadians have to say.",0,2,0,0,0,3,2,4,,,,3,2,2,0,0,-2,0,,0,0,,"My mom tries to get me to eat more fruits and vegetables.  I don_验t eat a lot of sweets, but I love chicken, ribs and mashed potatoes and gravy.  She buys whole wheat and cinnamon and raisin bagels and cream cheese.",3,3,2,4,2,3,3,3,3,,14,12,26,5,2,-3,2,3,2,2,1,2,2,14,Later than 1:30 AM,2:00:00,2,6,,,,,,,Later than 1:30AM,2,Later than noon,13,11,,5,11,A lot more.,2,Fewer than 15,0,Never.,Never.,Never.,Never.,About once a week.,A lot less.,-2,Fewer than 15,A lot less.,-2,3-5 times per day.,1,A little bit more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,More than once a day.,More than once a day.,A lot more.,,,,Never.,0,0,0,0,5,4,1,0,0,0,0,2,0,0,"I play my Xbox all day, and I don't like doing anything unless I'm with my friend.  I have some on line friends but it's not the same.  I'd rather be in school to learn because it's hard to listen and stay away from the Xbox when I have to log in to class.  Doing school work on the iPad is hard to do.  I have a hard time filling in and sending assignments.  When someone isn't right there to help me with schoolwork, I lose interest and just don't want to do it.",I just wish I could see my friends at school.,"My mom is trying to help me with my Xbox because someone hacked into my account and I don't know if it's safe to use my accounts.  My mom has gone to the police and sent a complaint to the  Canadian Fraud Center, but no one has phoned her back yet.  I'm trying to help my mom do some housework, but I feel really tired.  My teachers did help me get some work done today so I could pass my classes.",,,,,,,,,144.49,,,,,,,,,,,,,,,,,268.39,,,,,,,,,,,,,,,,,,,,,,300.46,,,,,,,,,,104.29,,,,399.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2
188,,6,en,1726941707,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,15,"YES, I go to school",10,,4,4,4,4,4,20,She/her,0,0,,1,1,0,,1,L8B,L8B,L8B,0,0,0,0,0,1,0,0,0,0,0,,,,2,2,4,4,4,4,3,3,2,1,-2,4,1,,-2,-1,0,4,,0,0,0,,3,5,1,3,5,2,2,1,1,,17,6,23,9,3,-6,3,3,3,4,3,3,4,23,Later than 1:30 AM,2:00:00,2,6,Between 9 AM and 10 AM,9:30:00,9.5,7.5,Between 11:30PM and 12:30AM,0,Between 12:30AM and 1:30AM,1,Between 9AM and 10AM,9.5,8.5,2,3,11,A little more.,1,Fewer than 15,0,About once a week.,Never.,Never.,Once every few weeks.,Once every few weeks.,A lot less.,-2,Fewer than 15,A lot less.,-2,6-10 times per day.,2,A lot more.,Every day or almost every day.,A few times a day.,,,A lot more.,0,0,0,Every week.,2,0,0,1,2,5,4,2,1,0,0,2,0,1,,,,,,,,,,,,440.23,,,,,,,,,,,,,,,,,228.01,,,,,,,,,,,,,,,,,,,,,,86.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,3,en,1058655836,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,"YES, I go to school",9,,3,4,4,4,4,19,He/him,1,1,3,0,,0,,1,L8W ,L8W ,L8W ,1,0,0,0,0,0,0,0,0,0,0,,DontKnow,,1,2,3,3,3,1,2,4,2,0,0,3,2,2,0,0,0,2,30,1,1,1,"diabetic, type 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.57,,,,,,,,,,,,,,,,,211.53,,,,,,,,,,,,,,,,,,,,,,1882.98,,,,,,,,,,53.74,,,,236.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.11
190,28-Jan-21,7,en,1357257440,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,i attend Glendale Secondary School,4,2,2,3,2,13,She/her,0,1,1,1,1,0,,2,L8K,L8K,L8K,1,0,0,0,0,0,0,0,0,0,0,,DontKnow,,3,2,2,1,1,3,3,0,1,0,-2,3,2,0,-2,-2,-1,4,18,0,1,0,,1,5,3,4,1,1,4,3,5,,14,13,27,6,1,-5,3,2,3,4,1,1,5,19,Later than 1:30 AM,2:00:00,2,6,Later than noon,13:00:00,13,11,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,5,5,16,A lot more.,2,,,A few times a week.,Never.,Never.,Never.,Every day or almost every day.,A lot less.,-2,15-30,A lot less.,-2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,More than once an hour- I've already done this at least 3 times while filling out this survey.,Every day or almost every day.,Every day or almost every day.,A lot more.,2,0,0,Most weeks.,3,0,3,2,4,4,1,2,1,0,0,0,0,3,,i went through a breakup in a relationship i was dedicated to for over a year. ,"i did lots of walks at the start, and finished many books ",,,,,,,,,238.2,,,,,,,,,,,,,,,,,334.64,,,,,,,,,,,,,,,,,,,,,,110.18,,,,,,,,,,182.77,,,,690.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.13
191,28-Jan-21,7,en,1541758807,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,17,"YES, I go to school",12,,4,4,3,3,4,18,She/her,0,0,,1,1,0,,1,L8S,L8S,L8S,1,0,0,0,0,0,0,0,0,0,0,,LIB,,1,1,2,3,3,4,2,4,0,0,-2,3,1,0,-2,0,0,0,20,0,0,0,,1,3,1,3,1,1,1,3,1,,9,6,15,9,3,-6,5,2,4,5,5,3,4,28,Between 10 PM and 11:30 PM,22:45:00,-1.25,3,Between 7 AM and 8 AM,7:30:00,7.5,8.75,Between 11:30PM and 12:30AM,0,Later than 1:30AM,2,Between 9AM and 10AM,9.5,7.5,1,3,7,A little more.,1,60+,3,More than once a day.,Never.,Never.,More than once a day.,Once every few weeks.,A lot more.,2,15-30,A little bit less.,-1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,More than once a day.,A few times a day.,Once every few weeks.,Never.,A little bit less.,3,2,0,Every week.,4,1,0,1,3,5,2,1,4,0,0,4,1,1,"My life is very different now because all of my extra curriculars are cancelled. I'm usually rehearsing for a musical or volunteering for crew, volunteering every Saturday, babysitting, all of that... Because that's all been cancelled I have more time to get out and do things like exercise.","I did start exercising more and paying more attention to what I'm eating fairly recently. I had really let a lot of healthy eating and exercise go over the rest of lockdown, so now I'm making an active effort to be healthier.","Lockdown has been quite tough. It's been hard to get motivated to do things when everything I love has been cancelled. I'm normally a very busy person, so it's been a massive adjustment for me to go from running around between school and extracurriculars to not having anything to do.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,2,en,1436501767,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,18,"YES, I go to school",12,,4,1,2,2,1,10,,,1,2,0,,0,,1,L8K,L8K,L8K,1,0,0,0,0,0,0,0,0,0,0,,NDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,28-Jan-21,7,en,2057091624,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,19,"YES, I go to school",12,,2,3,2,2,2,11,,,1,3,1,1,0,,2,L8B,L8B,L8B,1,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,2,2,4,2,0,2,0,-2,4,2,1,-2,-2,-1,0,18,0,0,,,4,4,1,3,4,5,2,4,2,,16,13,29,5,1,-4,5,2,2,2,4,2,3,20,Between 12:30 AM and 1:30 AM,1:00:00,1,5,Between 11 AM and noon,11:30:00,11.5,10.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,1,4,10,A lot more.,2,15-30,1,Never.,Never.,A few times a week.,Once every few weeks.,About once a week.,A little bit less.,-1,Fewer than 15,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,About the same.,More than once a day.,At least once an hour.,A few times a week.,More than once a day.,A lot more.,,,,,,,1,3,4,5,2,2,3,0,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,28-Jan-21,7,en,1661298707,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,4,3,4,4,4,19,,,1,1,0,,0,,1,L8W,L8W,L8W,1,0,0,0,0,0,0,0,0,0,0,,,,3,3,3,3,1,4,2,0,1,0,0,3,2,2,0,0,0,0,27,0,0,,,4,3,1,4,2,1,3,1,2,,14,7,21,9,8,-1,3,3,3,4,3,3,4,23,Later than 1:30 AM,2:00:00,2,6,Between 11 AM and noon,11:30:00,11.5,9.5,Between 12:30AM and 1:30AM,1,Later than 1:30AM,2,Later than noon,13,11,4,5,15,A lot less.,-2,15-30,1,A few times a week.,Never.,Never.,Every day or almost every day.,About once a week.,A little bit less.,-1,30-60,A little bit more.,1,More than 10 times per day.,4,A little bit more.,More than once a day.,At least once an hour.,Never.,Never.,A lot more.,2,,,Once every few weeks.,2,0,0,2,3,5,2,1,3,0,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,28-Jan-21,7,en,322012461,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,"YES, I go to school",9,,4,4,3,3,3,17,He/him,1,1,1,0,,0,,1,L8H,L8H,L8H,1,0,0,0,0,0,0,0,0,0,0,,NDP,,1,2,3,3,1,4,2,0,1,0,-1,4,1,3,-2,-1,-2,4,23,0,1,0,,3,1,1,1,1,1,1,1,1,,7,4,11,9,7,-2,4,3,4,4,3,5,5,28,Between 11:30 PM and 12:30 AM,0:00:00,0,4,Between 10 AM and 11 AM,10:30:00,10.5,10.5,Between 10PM and 11:30PM,-1.25,Between 11:30PM and 12:30AM,0,Between 10AM and 11AM,10.5,10.5,1,2,7,A little more.,1,15-30,1,,Once every few weeks.,A few times a week.,Never.,A few times a week.,About the same.,0,15-30,,,6-10 times per day.,2,A lot more.,About once a week.,A few times a day.,Every day or almost every day.,A few times a week.,A little bit more.,0,0,0,Most weeks.,3,0,0,1,3,5,3,1,2,1,0,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,28-Jan-21,7,en,906289172,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,,,,,,,,,,She/her,0,0,,1,,0,,1,L9C,L9C,L9C,1,0,0,0,0,0,0,0,0,0,0,,DisagreewAll,,2,3,3,3,3,4,1,4,3,0,-2,4,1,2,-1,-2,-3,0,25,0,0,1,,3,1,1,2,2,1,1,1,3,,9,6,15,8,5,-3,5,3,4,4,4,3,4,27,Between 11:30 PM and 12:30 AM,0:00:00,0,4,Between 9 AM and 10 AM,9:30:00,9.5,9.5,Between 10PM and 11:30PM,-1.25,Between 11:30PM and 12:30AM,0,Between 9AM and 10AM,9.5,9.5,1,3,8,A little more.,1,30-60,2,Every day or almost every day.,Never.,A few times a week.,Every day or almost every day.,About once a week.,A lot less.,-2,Fewer than 15,A little bit more.,1,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A lot more.,Every day or almost every day.,At least once an hour.,Never.,Never.,A lot more.,0,0,0,Never.,2,0,3,1,2,5,3,1,4,4,1,3,4,2,i have had a lot of zoom dance classes ,,it's nice to have a pet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,28-Jan-21,7,en,1398982275,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,16,"YES, I go to school",11,,2,2,4,3,4,15,He/him,1,1,1,0,,0,,1,L9A,L9A,L9A,1,0,0,0,0,0,0,0,0,0,0,,NDP,,0,1,2,0,1,0,0,4,2,0,-2,3,1,2,-1,-1,-2,2,12,0,0,0,,3,3,1,2,1,1,5,5,5,,10,16,26,8,5,-3,2,2,2,3,3,2,2,16,Later than 1:30 AM,2:00:00,2,6,Between 9 AM and 10 AM,9:30:00,9.5,7.5,Later than 1:30AM,2,Later than 1:30AM,2,Between 11AM and noon,11.5,9.5,6,5,17,A lot less.,-2,Fewer than 15,0,Once every few weeks.,A few times a week.,Once every few weeks.,Once every few weeks.,Once every few weeks.,A lot less.,-2,Fewer than 15,A lot less.,-2,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,About the same.,More than once a day.,At least once an hour.,A few times a week.,A few times a week.,A lot more.,3,0,0,Once every few weeks.,2,1,0,0,1,4,3,0,2,1,1,4,0,1,,,It has been lonely and motivation has been extremely lacking. I have a dog that helps somewhat with issues but it's mostly just me sleeping as much as I can to avoid being awake. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,28-Jan-21,7,en,380340148,28-Jan-21,28-Jan-21,"YES, I am a student at the HWDSB AND my parent or guardian sent me an invitation to participate in this survey.","YES, I agree to participate and I'm allowed to participate.",,,"NO, I am not part of a focus group - I'm just doing the survey part of the study",,Yes,14,"YES, I go to school",9,,4,4,,4,,,Refused,1,0,,1,1,0,,1,L8H,L8H,L8H,1,0,0,0,0,0,0,0,0,0,0,,NDP,,,2,2,2,3,4,0,4,2,1,0,3,2,0,0,0,0,3,,0,0,1,"sensitivities or allergies to food with vitamin A, dark green leafy foods",1,1,1,2,1,1,1,1,5,,6,8,14,10,6,-4,4,4,5,5,5,5,5,33,Between 9 PM and 10 PM,21:30:00,-2.5,2,Between 7 AM and 8 AM,7:30:00,7.5,10,Between 9PM and 10PM,-2.5,Between 10PM and 11:30PM,-1.25,Between 8AM and 9AM,8.5,9.75,1,1,4,About the same.,0,Fewer than 15,0,Never.,Never.,Never.,A few times a week.,A few times a week.,A lot less.,-2,15-30,About the same.,0,"It really depends on whether I am at home all day or out for work/ school/ socializing. Frankly, this question is kind of hard to answer.",3,A little bit more.,Every day or almost every day.,Less than once a day.,Every day or almost every day.,Once every few weeks.,About the same.,0,2,0,Every week.,4,0,1,0,0,5,1,4,4,2,4,5,0,4,,,,,,,,,,,,214.3,,,,,,,,,,,,,,,,,234.83,,,,,,,,,,,,,,,,,,,,,,71.91,,,,,,,,,,97.61,,,,547.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.96
